microRNA	P-value (global)	P-value (local)	Association	Target (Gene Symbol)	Target (Entrez)
hsa-miR-16	1.24e-09	0.000706	positive	GPATCH8	23131
hsa-miR-16	1.24e-09	0.00274	positive	KIF21A	55605
hsa-miR-374b	1.53e-09	3.59e-08	negative	RNF44	22838
hsa-miR-374b	1.53e-09	1.51e-06	negative	TFAP4	7023
hsa-miR-374b	1.53e-09	4.05e-06	negative	CLDN14	23562
hsa-miR-374b	1.53e-09	8.45e-06	negative	SEZ6L	23544
hsa-miR-374b	1.53e-09	4.29e-05	negative	CRTC2	200186
hsa-miR-374b	1.53e-09	4.51e-05	negative	ADORA2B	136
hsa-miR-374b	1.53e-09	0.000143	negative	GBX2	2637
hsa-miR-374b	1.53e-09	0.00311	negative	CHRDL2	25884
hsa-miR-374b	1.53e-09	1.44e-12	positive	NFIB	4781
hsa-miR-374b	1.53e-09	3.31e-10	positive	TRAPPC8	22878
hsa-miR-374b	1.53e-09	4.52e-09	positive	ATP1A1	476
hsa-miR-374b	1.53e-09	3.29e-08	positive	PCNX	22990
hsa-miR-374b	1.53e-09	1.12e-07	positive	PARP8	79668
hsa-miR-374b	1.53e-09	1.13e-07	positive	C14orf118	55668
hsa-miR-374b	1.53e-09	1.67e-07	positive	SMARCAD1	56916
hsa-miR-374b	1.53e-09	5.79e-06	positive	PHF21A	51317
hsa-miR-374b	1.53e-09	5.8e-06	positive	STK38L	23012
hsa-miR-374b	1.53e-09	1.4e-05	positive	KTN1	3895
hsa-miR-374b	1.53e-09	3.21e-05	positive	RSF1	51773
hsa-miR-374b	1.53e-09	0.000255	positive	RNF214	257160
hsa-miR-374b	1.53e-09	0.000585	positive	NCK1	4690
hsa-miR-30c	1.62e-09	1.44e-10	negative	MYBL2	4605
hsa-miR-30c	1.62e-09	7.93e-07	negative	DOC2A	8448
hsa-miR-30c	1.62e-09	1.17e-06	negative	RHEBL1	121268
hsa-miR-30c	1.62e-09	4.91e-06	negative	SLC5A11	115584
hsa-miR-30c	1.62e-09	7.76e-06	negative	GABRB1	2560
hsa-miR-30c	1.62e-09	1.38e-05	negative	PTPDC1	138639
hsa-miR-30c	1.62e-09	1.66e-05	negative	DGKZ	8525
hsa-miR-30c	1.62e-09	2.06e-05	negative	GRM3	2913
hsa-miR-30c	1.62e-09	4.19e-05	negative	IL1RAPL2	26280
hsa-miR-30c	1.62e-09	5.61e-05	negative	TSPAN33	340348
hsa-miR-30c	1.62e-09	7.35e-05	negative	MKRN3	7681
hsa-miR-30c	1.62e-09	8.18e-05	negative	ZNRF1	84937
hsa-miR-30c	1.62e-09	0.000221	negative	LRFN2	57497
hsa-miR-30c	1.62e-09	0.000407	negative	RRAD	6236
hsa-miR-30c	1.62e-09	0.00183	negative	FAM43A	131583
hsa-miR-30c	1.62e-09	0.00254	negative	SOCS1	8651
hsa-miR-30c	1.62e-09	0.00515	negative	MICAL1	64780
hsa-miR-30c	1.62e-09	0.00597	negative	JDP2	122953
hsa-miR-30c	1.62e-09	4.1e-12	positive	REV1	51455
hsa-miR-30c	1.62e-09	1.81e-10	positive	TNRC6A	27327
hsa-miR-30c	1.62e-09	3e-10	positive	PPIL4	85313
hsa-miR-30c	1.62e-09	1.07e-09	positive	SMARCA5	8467
hsa-miR-30c	1.62e-09	7.94e-09	positive	TIA1	7072
hsa-miR-30c	1.62e-09	2.38e-08	positive	ARID4A	5926
hsa-miR-30c	1.62e-09	2.55e-08	positive	GPCPD1	56261
hsa-miR-30c	1.62e-09	4.85e-08	positive	HELZ	9931
hsa-miR-30c	1.62e-09	2.11e-07	positive	IKZF2	22807
hsa-miR-30c	1.62e-09	2.12e-07	positive	CUL2	8453
hsa-miR-30c	1.62e-09	5.27e-07	positive	FBXO34	55030
hsa-miR-30c	1.62e-09	1.55e-06	positive	ASCC3	10973
hsa-miR-30c	1.62e-09	1.79e-06	positive	ADAM22	53616
hsa-miR-30c	1.62e-09	3.02e-06	positive	KCTD3	51133
hsa-miR-30c	1.62e-09	2.41e-05	positive	ORC2	4999
hsa-miR-30c	1.62e-09	5.96e-05	positive	GCLC	2729
hsa-miR-30c	1.62e-09	6.16e-05	positive	GIGYF2	26058
hsa-miR-30c	1.62e-09	0.000257	positive	PEAK1	79834
hsa-miR-30c	1.62e-09	0.00142	positive	CACNA1C	775
hsa-miR-30c	1.62e-09	0.00158	positive	HERC2	8924
hsa-miR-296-5p	3.71e-09	2.68e-08	positive	ONECUT2	9480
hsa-miR-296-5p	3.71e-09	1.74e-06	positive	LRCH4	4034
hsa-miR-296-5p	3.71e-09	8.41e-06	positive	BBC3	27113
hsa-miR-296-5p	3.71e-09	9.17e-06	positive	MLL4	9757
hsa-miR-296-5p	3.71e-09	2.56e-05	positive	GPC2	221914
hsa-miR-296-5p	3.71e-09	2.67e-05	positive	LYPLA2	11313
hsa-miR-25	4.1e-09	2.37e-18	negative	ITGA5	3678
hsa-miR-25	4.1e-09	6.96e-15	negative	PEAK1	79834
hsa-miR-25	4.1e-09	4.74e-12	negative	PITPNC1	26207
hsa-miR-25	4.1e-09	2.97e-08	negative	MYH9	4627
hsa-miR-25	4.1e-09	3.59e-08	negative	ADCY3	109
hsa-miR-25	4.1e-09	8.65e-07	negative	PCOLCE2	26577
hsa-miR-25	4.1e-09	5.18e-06	negative	NFIA	4774
hsa-miR-25	4.1e-09	0.00101	negative	SERTAD3	29946
hsa-miR-25	4.1e-09	0.00163	negative	LMBR1L	55716
hsa-miR-25	4.1e-09	0.0021	negative	HIPK3	10114
hsa-miR-25	4.1e-09	0.00214	negative	KLF2	10365
hsa-miR-25	4.1e-09	0.00253	negative	PDE8A	5151
hsa-miR-25	4.1e-09	2.08e-06	positive	MIA3	375056
hsa-miR-25	4.1e-09	4.16e-06	positive	DCAF6	55827
hsa-miR-25	4.1e-09	5.59e-06	positive	AP1AR	55435
hsa-miR-25	4.1e-09	0.00015	positive	FAM110B	90362
hsa-miR-25	4.1e-09	0.000611	positive	NSMAF	8439
hsa-miR-25	4.1e-09	0.000699	positive	VPS54	51542
hsa-miR-660	4.43e-09	6.88e-07	positive	RFX3	5991
hsa-miR-660	4.43e-09	8.39e-07	positive	USP53	54532
hsa-miR-660	4.43e-09	0.000315	positive	APOOL	139322
hsa-miR-660	4.43e-09	0.00113	positive	DNAJA2	10294
hsa-miR-92a	4.79e-09	1.71e-10	negative	PITPNC1	26207
hsa-miR-92a	4.79e-09	2.61e-09	negative	PEAK1	79834
hsa-miR-92a	4.79e-09	1.14e-07	negative	TCF21	6943
hsa-miR-92a	4.79e-09	1.28e-07	negative	DKK3	27122
hsa-miR-92a	4.79e-09	3.44e-07	negative	ITGA5	3678
hsa-miR-92a	4.79e-09	2.32e-05	negative	ANP32E	81611
hsa-miR-92a	4.79e-09	6.63e-05	negative	COL1A2	1278
hsa-miR-92a	4.79e-09	6.73e-05	negative	RAB23	51715
hsa-miR-92a	4.79e-09	0.000363	negative	PCOLCE2	26577
hsa-miR-92a	4.79e-09	0.000454	negative	MAN2A1	4124
hsa-miR-92a	4.79e-09	0.000487	negative	SH3D19	152503
hsa-miR-92a	4.79e-09	0.000735	negative	FOXP2	93986
hsa-miR-92a	4.79e-09	0.00092	negative	SERTAD3	29946
hsa-miR-92a	4.79e-09	0.00226	negative	CD69	969
hsa-miR-92a	4.79e-09	0.00448	negative	TGIF1	7050
hsa-miR-92a	4.79e-09	5.3e-05	positive	GPR137C	283554
hsa-miR-92a	4.79e-09	0.000467	positive	RGS3	5998
hsa-miR-92a	4.79e-09	0.00079	positive	SLX4	84464
hsa-miR-92a	4.79e-09	0.00193	positive	OAZ3	51686
hsa-miR-92a	4.79e-09	0.00199	positive	DENND4B	9909
hsa-miR-92a	4.79e-09	0.00254	positive	HCN2	610
hsa-miR-92a	4.79e-09	0.00409	positive	GATA2	2624
hsa-miR-92a	4.79e-09	0.0042	positive	NELF	26012
hsa-miR-92a	4.79e-09	0.00428	positive	HAND1	9421
hsa-miR-92a	4.79e-09	0.0044	positive	FAM110B	90362
hsa-miR-92a	4.79e-09	0.00443	positive	HNF1B	6928
hsa-miR-92a	4.79e-09	0.00465	positive	KCNC4	3749
hsa-let-7e	6.19e-09	8.9e-09	negative	TARBP2	6895
hsa-let-7e	6.19e-09	2.05e-08	negative	SLC12A9	56996
hsa-let-7e	6.19e-09	1.51e-06	negative	TRIM71	131405
hsa-let-7e	6.19e-09	4.13e-06	negative	PLEKHG6	55200
hsa-let-7e	6.19e-09	5.9e-06	negative	HAND1	9421
hsa-let-7e	6.19e-09	1.13e-05	negative	CRCT1	54544
hsa-let-7e	6.19e-09	1.41e-05	negative	KLHDC8B	200942
hsa-let-7e	6.19e-09	1.44e-05	negative	LOR	4014
hsa-let-7e	6.19e-09	2.48e-05	negative	IGDCC3	9543
hsa-let-7e	6.19e-09	3.22e-05	negative	CHRD	8646
hsa-let-7e	6.19e-09	0.00019	negative	DCAF15	90379
hsa-let-7e	6.19e-09	0.000226	negative	NME6	10201
hsa-let-7e	6.19e-09	0.000241	negative	NGF	4803
hsa-let-7e	6.19e-09	0.000547	negative	ABCB9	23457
hsa-let-7e	6.19e-09	0.000678	negative	C11orf84	144097
hsa-let-7e	6.19e-09	0.00447	negative	ZNF280B	140883
hsa-let-7e	6.19e-09	2.18e-10	positive	ATP2A2	488
hsa-let-7e	6.19e-09	4.72e-09	positive	BZW1	9689
hsa-let-7e	6.19e-09	7.45e-09	positive	GDAP2	54834
hsa-let-7e	6.19e-09	1.51e-07	positive	LRIG2	9860
hsa-let-7e	6.19e-09	2.93e-06	positive	DDX19B	11269
hsa-let-7e	6.19e-09	4.5e-05	positive	GNPTAB	79158
hsa-let-7e	6.19e-09	0.000723	positive	GNG5	2787
hsa-let-7e	6.19e-09	0.00111	positive	LRIG3	121227
hsa-let-7e	6.19e-09	0.0066	positive	RNF20	56254
hsa-miR-125a-5p	6.35e-09	7.63e-10	negative	SLC26A6	65010
hsa-miR-125a-5p	6.35e-09	8.23e-10	negative	TMEM86A	144110
hsa-miR-125a-5p	6.35e-09	4.71e-09	negative	MSI1	4440
hsa-miR-125a-5p	6.35e-09	6.06e-07	negative	DUS1L	64118
hsa-miR-125a-5p	6.35e-09	9.74e-07	negative	SUV420H2	84787
hsa-miR-125a-5p	6.35e-09	1.5e-06	negative	ESRRA	2101
hsa-miR-125a-5p	6.35e-09	4.61e-06	negative	TRIM71	131405
hsa-miR-125a-5p	6.35e-09	1.35e-05	negative	ARHGEF1	9138
hsa-miR-125a-5p	6.35e-09	3.06e-05	negative	MAP3K11	4296
hsa-miR-125a-5p	6.35e-09	7.49e-05	negative	SEMA4D	10507
hsa-miR-125a-5p	6.35e-09	0.000129	negative	LFNG	3955
hsa-miR-125a-5p	6.35e-09	0.000243	negative	SRRM3	222183
hsa-miR-125a-5p	6.35e-09	0.000535	negative	ABTB1	80325
hsa-miR-125a-5p	6.35e-09	0.000547	negative	NECAB3	63941
hsa-miR-125a-5p	6.35e-09	0.000111	positive	DDX42	11325
hsa-miR-125a-5p	6.35e-09	0.00525	positive	RUFY3	22902
hsa-miR-153	9.06e-09	8.55e-09	negative	DMD	1756
hsa-miR-153	9.06e-09	0.00109	negative	RGS7BP	401190
hsa-miR-153	9.06e-09	0.000465	positive	SLC39A10	57181
hsa-miR-153	9.06e-09	0.000775	positive	TJP1	7082
hsa-miR-582-5p	9.89e-09	1.3e-05	negative	DLX5	1749
hsa-miR-582-5p	9.89e-09	0.000583	negative	GRM5	2915
hsa-miR-582-5p	9.89e-09	0.00279	negative	UNC119	9094
hsa-miR-582-5p	9.89e-09	8.85e-14	positive	NFIB	4781
hsa-miR-582-5p	9.89e-09	1.92e-09	positive	ZMYM2	7750
hsa-miR-582-5p	9.89e-09	8.5e-08	positive	WAC	51322
hsa-miR-582-5p	9.89e-09	4.88e-07	positive	REV1	51455
hsa-miR-582-5p	9.89e-09	1.57e-05	positive	EPC2	26122
hsa-miR-582-5p	9.89e-09	2.14e-05	positive	PHF3	23469
hsa-miR-582-5p	9.89e-09	2.59e-05	positive	FAM188A	80013
hsa-miR-584	1.17e-08	1.68e-07	negative	PPM1A	5494
hsa-miR-584	1.17e-08	8.02e-07	negative	TMEM248	55069
hsa-miR-584	1.17e-08	4.56e-06	negative	LRP6	4040
hsa-miR-584	1.17e-08	9.58e-05	positive	PHACTR1	221692
hsa-miR-198	1.29e-08	1.11e-05	negative	H3F3A	3020
hsa-miR-198	1.29e-08	3.01e-05	negative	PBX1	5087
hsa-miR-198	1.29e-08	6.05e-05	negative	LACE1	246269
hsa-miR-198	1.29e-08	7.82e-05	negative	ARFGAP2	84364
hsa-miR-198	1.29e-08	4.28e-06	positive	HOXB6	3216
hsa-miR-198	1.29e-08	1.64e-05	positive	OTX1	5013
hsa-miR-22	1.7e-08	0.000889	negative	MTHFD2	10797
hsa-miR-22	1.7e-08	0.0012	negative	PDSS1	23590
hsa-miR-22	1.7e-08	1.24e-10	positive	TAGLN	6876
hsa-miR-22	1.7e-08	2.12e-05	positive	MEIS2	4212
hsa-miR-22	1.7e-08	0.000454	positive	MAX	4149
hsa-miR-183	2.61e-08	3.22e-13	negative	FRMD6	122786
hsa-miR-183	2.61e-08	2.74e-09	negative	ZEB2	9839
hsa-miR-183	2.61e-08	5.86e-09	negative	MRC2	9902
hsa-miR-183	2.61e-08	8.39e-09	negative	SIK3	23387
hsa-miR-183	2.61e-08	3.04e-07	negative	SACS	26278
hsa-miR-183	2.61e-08	5.57e-06	negative	SLITRK3	22865
hsa-miR-183	2.61e-08	6.21e-05	negative	CYYR1	116159
hsa-miR-183	2.61e-08	0.00168	negative	TTC7B	145567
hsa-miR-183	2.61e-08	4.91e-07	positive	KIAA0368	23392
hsa-miR-183	2.61e-08	8.12e-06	positive	TMEM184C	55751
hsa-miR-183	2.61e-08	9.59e-06	positive	TPM3	7170
hsa-miR-183	2.61e-08	0.000266	positive	KIAA0101	9768
hsa-miR-183	2.61e-08	0.000583	positive	RCN2	5955
hsa-miR-183	2.61e-08	0.000695	positive	EEF2	1938
hsa-miR-183	2.61e-08	0.00346	positive	GNG5	2787
hsa-miR-222	3.37e-08	0.00299	negative	MIA3	375056
hsa-miR-222	3.37e-08	6.4e-14	positive	GNAI2	2771
hsa-miR-222	3.37e-08	2.42e-11	positive	CLVS2	134829
hsa-miR-222	3.37e-08	2.41e-06	positive	KSR1	8844
hsa-miR-222	3.37e-08	4.71e-06	positive	RBM24	221662
hsa-miR-222	3.37e-08	2.6e-05	positive	HEXIM1	10614
hsa-miR-222	3.37e-08	8.36e-05	positive	RECK	8434
hsa-miR-222	3.37e-08	0.000595	positive	NTF3	4908
hsa-miR-222	3.37e-08	0.00309	positive	VGLL4	9686
hsa-let-7d	3.91e-08	1.56e-08	negative	SLC12A9	56996
hsa-let-7d	3.91e-08	6.89e-07	negative	TARBP2	6895
hsa-let-7d	3.91e-08	2.78e-06	negative	DCAF15	90379
hsa-let-7d	3.91e-08	5.22e-06	negative	KLHDC8B	200942
hsa-let-7d	3.91e-08	8e-06	negative	PLEKHG6	55200
hsa-let-7d	3.91e-08	3.48e-05	negative	HOXC11	3227
hsa-let-7d	3.91e-08	7.39e-05	negative	CYP46A1	10858
hsa-let-7d	3.91e-08	7.48e-05	negative	CRCT1	54544
hsa-let-7d	3.91e-08	0.000137	negative	CHRD	8646
hsa-let-7d	3.91e-08	0.00016	negative	C11orf84	144097
hsa-let-7d	3.91e-08	0.000171	negative	NME6	10201
hsa-let-7d	3.91e-08	0.000277	negative	TUSC2	11334
hsa-let-7d	3.91e-08	0.000376	negative	NGF	4803
hsa-let-7d	3.91e-08	0.000498	negative	IGDCC3	9543
hsa-let-7d	3.91e-08	0.000876	negative	GPR137	56834
hsa-let-7d	3.91e-08	0.00109	negative	NKD1	85407
hsa-let-7d	3.91e-08	1.01e-12	positive	EIF4G2	1982
hsa-let-7d	3.91e-08	3.09e-09	positive	ZNF644	84146
hsa-let-7d	3.91e-08	8.24e-08	positive	GDAP2	54834
hsa-let-7d	3.91e-08	1.02e-06	positive	LRIG2	9860
hsa-let-7d	3.91e-08	0.00014	positive	PBX3	5090
hsa-let-7d	3.91e-08	0.000233	positive	GNG5	2787
hsa-let-7d	3.91e-08	0.000758	positive	LRIG3	121227
hsa-let-7d	3.91e-08	0.00141	positive	SLC35D2	11046
hsa-let-7d	3.91e-08	0.00167	positive	MGAT4A	11320
hsa-let-7d	3.91e-08	0.00258	positive	RUFY3	22902
hsa-let-7d	3.91e-08	0.00471	positive	DDX19B	11269
hsa-miR-29b	4.14e-08	6.51e-05	negative	SUV420H2	84787
hsa-miR-29b	4.14e-08	0.000215	negative	MYCN	4613
hsa-miR-29b	4.14e-08	0.000416	negative	ARVCF	421
hsa-miR-29b	4.14e-08	0.000473	negative	XKR7	343702
hsa-miR-29b	4.14e-08	0.000493	negative	PITPNM2	57605
hsa-miR-29b	4.14e-08	0.000581	negative	XKR6	286046
hsa-miR-29b	4.14e-08	0.000899	negative	DNMT3A	1788
hsa-miR-29b	4.14e-08	0.00207	negative	LYSMD1	388695
hsa-miR-29b	4.14e-08	0.00212	negative	GRM4	2914
hsa-miR-29b	4.14e-08	5.88e-08	positive	NFIA	4774
hsa-miR-29b	4.14e-08	2.17e-07	positive	TPM1	7168
hsa-miR-29b	4.14e-08	5.93e-07	positive	REV3L	5980
hsa-miR-29b	4.14e-08	2.09e-06	positive	HBP1	26959
hsa-miR-29b	4.14e-08	3.48e-06	positive	PDGFC	56034
hsa-miR-29b	4.14e-08	4.57e-06	positive	ELF2	1998
hsa-miR-29b	4.14e-08	1.15e-05	positive	SESTD1	91404
hsa-miR-29b	4.14e-08	1.29e-05	positive	TRA2B	6434
hsa-miR-29b	4.14e-08	3.74e-05	positive	PAIP2	51247
hsa-miR-29b	4.14e-08	3.87e-05	positive	ZFP91	80829
hsa-miR-29b	4.14e-08	4.72e-05	positive	CHIC2	26511
hsa-miR-29b	4.14e-08	6.31e-05	positive	NREP	9315
hsa-miR-29b	4.14e-08	6.94e-05	positive	OTUD4	54726
hsa-miR-29b	4.14e-08	0.000391	positive	EML5	161436
hsa-miR-29b	4.14e-08	0.000634	positive	IREB2	3658
hsa-miR-29b	4.14e-08	0.0015	positive	GAB1	2549
hsa-miR-29b	4.14e-08	0.00243	positive	CCNYL1	151195
hsa-miR-29b	4.14e-08	0.00287	positive	SGK1	6446
hsa-miR-93	4.62e-08	5.56e-14	negative	KCNJ8	3764
hsa-miR-93	4.62e-08	2.19e-12	negative	PAM	5066
hsa-miR-93	4.62e-08	4.11e-08	negative	PHF1	5252
hsa-miR-93	4.62e-08	0.000301	negative	TMUB2	79089
hsa-miR-93	4.62e-08	0.00184	negative	FGD5	152273
hsa-miR-93	4.62e-08	0.00275	negative	EPHB4	2050
hsa-miR-93	4.62e-08	6.94e-06	positive	KIF23	9493
hsa-miR-93	4.62e-08	1.02e-05	positive	ERBB3	2065
hsa-miR-93	4.62e-08	1.77e-05	positive	TET3	200424
hsa-miR-93	4.62e-08	0.000149	positive	ATAD2	29028
hsa-miR-93	4.62e-08	0.00043	positive	CHAF1A	10036
hsa-miR-93	4.62e-08	0.00105	positive	URI1	8725
hsa-miR-93	4.62e-08	0.00129	positive	MAPK9	5601
hsa-miR-200c	5.09e-08	8.37e-15	negative	RND3	390
hsa-miR-200c	5.09e-08	1.11e-11	negative	PLS3	5358
hsa-miR-200c	5.09e-08	3.18e-09	negative	CDR2	1039
hsa-miR-200c	5.09e-08	3.1e-07	negative	FEZ2	9637
hsa-miR-200c	5.09e-08	7.31e-07	negative	PSIP1	11168
hsa-miR-200c	5.09e-08	1.65e-06	negative	SEC23A	10484
hsa-miR-200c	5.09e-08	2.52e-06	negative	FN1	2335
hsa-miR-200c	5.09e-08	3.27e-06	negative	DENND5A	23258
hsa-miR-200c	5.09e-08	2.4e-05	negative	PAM	5066
hsa-miR-200c	5.09e-08	0.000319	negative	DGKA	1606
hsa-miR-200c	5.09e-08	3.5e-05	positive	PDPK1	5170
hsa-miR-200c	5.09e-08	0.000801	positive	SMG8	55181
hsa-miR-200c	5.09e-08	0.00099	positive	INTS8	55656
hsa-miR-96	6.17e-08	3.14e-14	negative	PPP1R12C	54776
hsa-miR-96	6.17e-08	2.84e-12	negative	CELF2	10659
hsa-miR-96	6.17e-08	3.54e-09	negative	ZFP36L1	677
hsa-miR-96	6.17e-08	4.47e-07	negative	SDC2	6383
hsa-miR-96	6.17e-08	2.77e-06	negative	SPSB1	80176
hsa-miR-96	6.17e-08	5.15e-06	negative	LRCH2	57631
hsa-miR-96	6.17e-08	1.21e-05	negative	RGS2	5997
hsa-miR-96	6.17e-08	0.000202	negative	CABP1	9478
hsa-miR-96	6.17e-08	0.000571	negative	FYN	2534
hsa-miR-96	6.17e-08	0.000966	negative	NTN4	59277
hsa-miR-96	6.17e-08	0.00234	negative	GRID1	2894
hsa-miR-96	6.17e-08	3.59e-09	positive	UCK2	7371
hsa-miR-96	6.17e-08	8e-08	positive	RHPN2	85415
hsa-miR-96	6.17e-08	6.55e-07	positive	PLCB4	5332
hsa-miR-96	6.17e-08	0.000394	positive	KLHL7	55975
hsa-miR-96	6.17e-08	0.00114	positive	GPHN	10243
hsa-miR-96	6.17e-08	0.0025	positive	SGMS2	166929
hsa-miR-96	6.17e-08	0.00316	positive	MTOR	2475
hsa-miR-26b	6.67e-08	3.33e-08	negative	HMGA1	3159
hsa-miR-26b	6.67e-08	0.000182	negative	FBXL19	54620
hsa-miR-26b	6.67e-08	0.00212	negative	TRPC3	7222
hsa-miR-26b	6.67e-08	4.54e-09	positive	PTER	9317
hsa-miR-26b	6.67e-08	8.68e-08	positive	PAPD4	167153
hsa-miR-26b	6.67e-08	1.35e-07	positive	ZDHHC6	64429
hsa-miR-26b	6.67e-08	4.31e-07	positive	MAN2A1	4124
hsa-miR-26b	6.67e-08	1.07e-06	positive	MAP3K2	10746
hsa-miR-26b	6.67e-08	2.98e-06	positive	STRADB	55437
hsa-miR-26b	6.67e-08	3.09e-05	positive	TNRC6A	27327
hsa-miR-26b	6.67e-08	6.49e-05	positive	TBC1D15	64786
hsa-miR-26b	6.67e-08	9.61e-05	positive	FAM98A	25940
hsa-miR-26b	6.67e-08	0.000133	positive	ZNF410	57862
hsa-miR-26b	6.67e-08	0.000364	positive	METAP2	10988
hsa-miR-26b	6.67e-08	0.00173	positive	CREBL2	1389
hsa-miR-26b	6.67e-08	0.00349	positive	RCN2	5955
hsa-miR-345	6.95e-08	4.99e-06	negative	SUV420H1	51111
hsa-miR-345	6.95e-08	5.36e-06	negative	FRMD6	122786
hsa-miR-345	6.95e-08	3.21e-05	negative	RPA1	6117
hsa-miR-345	6.95e-08	0.000119	positive	OLFM3	118427
hsa-let-7f	8.72e-08	1.39e-05	negative	PLEKHG6	55200
hsa-let-7f	8.72e-08	3.41e-05	negative	FAM214B	80256
hsa-let-7f	8.72e-08	0.000108	negative	NKD1	85407
hsa-let-7f	8.72e-08	0.00012	negative	LOR	4014
hsa-let-7f	8.72e-08	0.000266	negative	HAND1	9421
hsa-let-7f	8.72e-08	0.000288	negative	SOWAHA	134548
hsa-let-7f	8.72e-08	0.000924	negative	HTR4	3360
hsa-let-7f	8.72e-08	0.000979	negative	CHRD	8646
hsa-let-7f	8.72e-08	0.00111	negative	TRIM71	131405
hsa-let-7f	8.72e-08	0.00137	negative	TUSC2	11334
hsa-let-7f	8.72e-08	0.0015	negative	NME6	10201
hsa-let-7f	8.72e-08	0.00158	negative	HOXD1	3231
hsa-let-7f	8.72e-08	0.00312	negative	IL13	3596
hsa-let-7f	8.72e-08	1.82e-10	positive	RANBP2	5903
hsa-let-7f	8.72e-08	2.68e-09	positive	MAP4K3	8491
hsa-let-7f	8.72e-08	3.86e-06	positive	LRIG2	9860
hsa-let-7f	8.72e-08	7.61e-06	positive	TRMT13	54482
hsa-let-7f	8.72e-08	2.37e-05	positive	TMEM2	23670
hsa-let-7f	8.72e-08	4.77e-05	positive	MGAT4A	11320
hsa-let-7f	8.72e-08	5.99e-05	positive	GNG5	2787
hsa-let-7f	8.72e-08	0.0032	positive	RNF20	56254
hsa-let-7f	8.72e-08	0.00328	positive	LRIG3	121227
hsa-let-7f	8.72e-08	0.00698	positive	C14orf28	122525
hsa-miR-575	8.76e-08	9.73e-10	negative	DENND5A	23258
hsa-miR-575	8.76e-08	1.29e-06	negative	MID2	11043
hsa-miR-575	8.76e-08	2.32e-05	negative	ARID1B	57492
hsa-miR-575	8.76e-08	3.85e-05	negative	DNM1L	10059
hsa-miR-575	8.76e-08	1.98e-05	positive	CHRD	8646
hsa-miR-135a	1.37e-07	6.25e-07	negative	ZNF385A	25946
hsa-miR-135a	1.37e-07	8e-07	negative	TSEN54	283989
hsa-miR-135a	1.37e-07	2.98e-05	negative	INHBA	3624
hsa-miR-135a	1.37e-07	0.000275	negative	FAM71F1	84691
hsa-miR-135a	1.37e-07	0.000297	negative	NAGS	162417
hsa-miR-135a	1.37e-07	0.000778	negative	PHOSPHO1	162466
hsa-miR-135a	1.37e-07	0.00082	negative	NOS1AP	9722
hsa-miR-135a	1.37e-07	0.00108	negative	ARHGEF4	50649
hsa-miR-135a	1.37e-07	0.0011	negative	DPF1	8193
hsa-miR-135a	1.37e-07	8.78e-08	positive	FOXN3	1112
hsa-miR-135a	1.37e-07	4.1e-07	positive	TRPM7	54822
hsa-miR-135a	1.37e-07	4.55e-07	positive	ZNF292	23036
hsa-miR-135a	1.37e-07	3.16e-06	positive	ANXA7	310
hsa-miR-135a	1.37e-07	1.09e-05	positive	NBEA	26960
hsa-miR-135a	1.37e-07	0.000117	positive	DIRC2	84925
hsa-miR-135a	1.37e-07	0.000197	positive	KCTD1	284252
hsa-miR-135a	1.37e-07	0.000254	positive	TMEM237	65062
hsa-miR-135a	1.37e-07	0.000264	positive	TBK1	29110
hsa-miR-135a	1.37e-07	0.000471	positive	GGNBP2	79893
hsa-miR-135a	1.37e-07	0.000595	positive	KCNMA1	3778
hsa-miR-135a	1.37e-07	0.00135	positive	STK38L	23012
hsa-miR-135a	1.37e-07	0.00147	positive	PLAGL1	5325
hsa-miR-135a	1.37e-07	0.002	positive	VLDLR	7436
hsa-miR-135a	1.37e-07	0.00203	positive	HMG20A	10363
hsa-miR-135a	1.37e-07	0.00213	positive	SP3	6670
hsa-miR-548c-3p	1.59e-07	6.86e-13	negative	CNTN1	1272
hsa-miR-548c-3p	1.59e-07	8.08e-12	negative	C15orf41	84529
hsa-miR-548c-3p	1.59e-07	5.84e-08	negative	REV1	51455
hsa-miR-548c-3p	1.59e-07	8.98e-05	negative	MLL5	55904
hsa-miR-548c-3p	1.59e-07	0.000139	negative	GPBP1	65056
hsa-miR-548c-3p	1.59e-07	0.000208	negative	HDGFRP3	50810
hsa-miR-548c-3p	1.59e-07	0.000757	negative	RANBP9	10048
hsa-miR-548c-3p	1.59e-07	0.00134	negative	ZNF638	27332
hsa-miR-548c-3p	1.59e-07	0.0021	negative	SMARCE1	6605
hsa-miR-548c-3p	1.59e-07	0.0027	negative	ATP2C2	9914
hsa-miR-548c-3p	1.59e-07	0.00297	negative	CMAS	55907
hsa-miR-548c-3p	1.59e-07	0.00332	negative	PPP1CB	5500
hsa-miR-548c-3p	1.59e-07	0.00436	negative	CCNL1	57018
hsa-miR-548c-3p	1.59e-07	2.88e-06	positive	TRAF4	9618
hsa-miR-548c-3p	1.59e-07	4.82e-06	positive	PPP1R26	9858
hsa-miR-548c-3p	1.59e-07	2.15e-05	positive	KIAA0101	9768
hsa-miR-548c-3p	1.59e-07	2.45e-05	positive	UNKL	64718
hsa-miR-548c-3p	1.59e-07	3.97e-05	positive	CHRD	8646
hsa-miR-548c-3p	1.59e-07	6.32e-05	positive	HCN4	10021
